,user_id,item_id,exposure_time,internet_environment,number_of_refreshes,exposure_position,whether_to_click,consumption_time,exposure_date,index
25,1000014754,465714760,2021-07-05 20:40:34.312000+08:00,5,0,17,1,45,2021-07-05,25
26,1000014754,465753089,2021-07-05 20:40:34.312000+08:00,5,0,15,0,0,2021-07-05,26
27,1000014754,463852707,2021-06-28 09:29:16.147000+08:00,5,0,13,0,0,2021-06-28,27
28,1000014754,463864053,2021-06-28 07:53:21.390000+08:00,5,0,12,0,0,2021-06-28,28
29,1000014754,463864053,2021-06-28 07:53:21.390000+08:00,5,0,12,1,17,2021-06-28,29
30,1000014754,463385124,2021-06-26 13:43:15.537000+08:00,2,0,12,0,0,2021-06-26,30
31,1000014754,463385124,2021-06-26 13:43:15.537000+08:00,2,0,12,1,532,2021-06-26,31
32,1000026896,464559719,2021-07-01 22:04:48.960000+08:00,2,15,98,0,0,2021-07-01,32
33,1000026896,465101402,2021-07-01 21:59:09.827000+08:00,2,14,89,0,0,2021-07-01,33
34,1000026896,464931717,2021-07-01 21:59:09.827000+08:00,2,14,84,0,0,2021-07-01,34
35,1000026896,465100676,2021-07-01 22:36:51.313000+08:00,5,21,27,0,0,2021-07-01,35
36,1000026896,465224918,2021-07-01 21:54:36.478000+08:00,2,12,69,0,0,2021-07-01,36
37,1000026896,465014289,2021-07-01 21:51:46.253000+08:00,2,9,34,0,0,2021-07-01,37
38,1000026896,464668639,2021-07-01 21:54:36.478000+08:00,2,12,64,0,0,2021-07-01,38
39,1000026896,464931373,2021-07-01 21:51:46.253000+08:00,2,9,38,0,0,2021-07-01,39
40,1000026896,465123300,2021-07-01 22:36:51.313000+08:00,5,21,29,0,0,2021-07-01,40
41,1000026896,464723668,2021-07-01 21:51:46.253000+08:00,2,9,39,0,0,2021-07-01,41
42,1000026896,465111609,2021-07-01 22:04:48.960000+08:00,2,15,94,0,0,2021-07-01,42
43,1000026896,465171775,2021-07-01 21:52:45.099000+08:00,2,10,42,0,0,2021-07-01,43
44,1000026896,465199163,2021-07-01 22:36:16.168000+08:00,5,20,12,0,0,2021-07-01,44
45,1000026896,464830918,2021-07-01 22:36:16.168000+08:00,5,20,14,0,0,2021-07-01,45
46,1000026896,464727164,2021-07-01 22:36:16.168000+08:00,5,20,18,0,0,2021-07-01,46
47,1000026896,465056506,2021-07-01 21:52:45.099000+08:00,2,10,44,0,0,2021-07-01,47
48,1000026896,465060161,2021-07-01 22:36:16.168000+08:00,5,20,21,0,0,2021-07-01,48
49,1000026896,464810700,2021-07-01 21:48:11.419000+08:00,2,7,19,0,0,2021-07-01,49
50,1000026896,465085781,2021-07-01 21:52:45.099000+08:00,2,10,48,0,0,2021-07-01,50
51,1000026896,465197878,2021-07-01 21:55:59.628000+08:00,2,13,78,1,275,2021-07-01,51
52,1000026896,465027911,2021-07-01 21:52:45.099000+08:00,2,10,50,0,0,2021-07-01,52
53,1000026896,465151644,2021-07-01 21:51:46.253000+08:00,2,9,32,0,0,2021-07-01,53
54,1000026896,464879667,2021-07-01 21:55:59.628000+08:00,2,13,74,0,0,2021-07-01,54
55,1000026896,465162408,2021-07-01 22:36:51.313000+08:00,5,21,22,0,0,2021-07-01,55
56,1000026896,465030934,2021-07-01 21:49:38.431000+08:00,2,8,24,1,69,2021-07-01,56
57,1000026896,465157951,2021-07-01 22:06:20.183000+08:00,2,17,114,0,0,2021-07-01,57
58,1000026896,464464617,2021-07-01 22:06:20.183000+08:00,2,17,112,0,0,2021-07-01,58
59,1000026896,465164001,2021-07-01 21:59:09.827000+08:00,2,14,82,0,0,2021-07-01,59
60,1000026896,465099344,2021-07-01 21:55:59.628000+08:00,2,13,72,0,0,2021-07-01,60
61,1000026896,465062016,2021-07-01 21:53:38.339000+08:00,2,11,52,0,0,2021-07-01,61
62,1000026896,465095408,2021-07-01 21:53:38.339000+08:00,2,11,54,0,0,2021-07-01,62
63,1000026896,465034706,2021-07-01 21:49:38.431000+08:00,2,8,29,0,0,2021-07-01,63
64,1000026896,464757575,2021-07-01 21:53:38.339000+08:00,2,11,59,0,0,2021-07-01,64
65,1000026896,465101771,2021-07-01 21:48:11.419000+08:00,2,7,14,0,0,2021-07-01,65
66,1000026896,465117884,2021-07-01 21:47:21.005000+08:00,2,6,7,0,0,2021-07-01,66
67,1000026896,465023797,2021-07-01 21:54:36.478000+08:00,2,12,62,0,0,2021-07-01,67
68,1000026896,464713155,2021-07-01 22:05:25.364000+08:00,2,16,109,0,0,2021-07-01,68
69,1000026896,465171464,2021-07-01 22:04:48.960000+08:00,2,15,92,0,0,2021-07-01,69
70,1000026896,465174418,2021-07-01 21:49:38.431000+08:00,2,8,22,0,0,2021-07-01,70
71,1000026896,464772503,2021-07-01 22:05:25.364000+08:00,2,16,104,0,0,2021-07-01,71
72,1000026896,464854728,2021-07-01 22:05:25.364000+08:00,2,16,102,0,0,2021-07-01,72
73,1000026896,465101553,2021-07-01 21:48:11.419000+08:00,2,7,12,0,0,2021-07-01,73
74,1000026896,465161580,2021-07-01 22:04:48.960000+08:00,2,15,101,0,0,2021-07-01,74
75,1000026896,463867628,2021-06-28 11:20:29.776000+08:00,5,0,13,0,0,2021-06-28,75
76,1000026896,463934231,2021-06-28 21:48:29.785000+08:00,2,1,17,1,135,2021-06-28,76
77,1000026896,463959537,2021-06-28 21:55:53.796000+08:00,2,2,27,0,0,2021-06-28,77
78,1000026896,463489017,2021-06-28 22:38:30.011000+08:00,2,5,22,0,0,2021-06-28,78
79,1000026896,464104791,2021-06-28 21:48:29.785000+08:00,2,1,20,0,0,2021-06-28,79
80,1000026896,463401997,2021-06-28 22:38:30.011000+08:00,2,5,28,0,0,2021-06-28,80
81,1000026896,463667170,2021-06-28 22:27:56.783000+08:00,2,4,18,0,0,2021-06-28,81
82,1000026896,463424549,2021-06-28 22:38:30.011000+08:00,2,5,29,0,0,2021-06-28,82
83,1000026896,463567276,2021-06-28 21:48:29.785000+08:00,2,1,21,1,5,2021-06-28,83
84,1000026896,464097918,2021-06-28 21:55:53.796000+08:00,2,2,29,0,0,2021-06-28,84
85,1000026896,463440516,2021-06-28 21:48:29.785000+08:00,2,1,22,0,0,2021-06-28,85
86,1000026896,463881420,2021-06-28 22:27:48.320000+08:00,2,3,10,1,234,2021-06-28,86
87,1000026896,463795740,2021-06-28 22:27:56.783000+08:00,2,4,12,0,0,2021-06-28,87
88,1000026896,464150968,2021-06-28 22:38:30.011000+08:00,2,5,24,1,337,2021-06-28,88
89,1000026896,463762941,2021-06-28 22:27:56.783000+08:00,2,4,14,0,0,2021-06-28,89
90,1000026896,463904210,2021-06-28 21:48:14.658000+08:00,2,0,13,0,0,2021-06-28,90
91,1000026896,464142329,2021-06-28 22:27:48.320000+08:00,2,3,11,0,0,2021-06-28,91
92,1000026896,463553042,2021-06-28 21:55:53.796000+08:00,2,2,25,0,0,2021-06-28,92
93,1000026896,464151230,2021-06-28 22:27:56.783000+08:00,2,4,17,0,0,2021-06-28,93
94,1000026896,463973218,2021-06-28 21:48:14.658000+08:00,2,0,16,1,233,2021-06-28,94
95,1000026896,463785071,2021-06-28 22:38:30.011000+08:00,2,5,27,1,116,2021-06-28,95
96,1000026896,463435476,2021-06-28 21:48:29.785000+08:00,2,1,15,0,0,2021-06-28,96
97,1000026896,465272680,2021-07-02 19:27:27.408000+08:00,2,0,16,1,356,2021-07-02,97
106,1000026896,465431410,2021-07-03 03:34:54.555000+08:00,5,2,27,0,0,2021-07-03,106
107,1000026896,465319256,2021-07-03 03:33:35.390000+08:00,5,1,15,0,0,2021-07-03,107
108,1000026896,465569931,2021-07-03 03:33:35.390000+08:00,5,1,17,0,0,2021-07-03,108
109,1000026896,465302717,2021-07-03 03:33:35.390000+08:00,5,1,19,0,0,2021-07-03,109
110,1000026896,465551491,2021-07-03 03:33:35.390000+08:00,5,1,20,0,0,2021-07-03,110
111,1000026896,465600937,2021-07-03 03:34:54.555000+08:00,5,2,25,0,0,2021-07-03,111
112,1000026896,465513662,2021-07-03 03:33:35.390000+08:00,5,1,22,0,0,2021-07-03,112
113,1000026896,464323121,2021-06-29 15:44:12.618000+08:00,5,1,17,0,0,2021-06-29,113
114,1000026896,464344953,2021-06-29 15:44:12.618000+08:00,5,1,15,0,0,2021-06-29,114
115,1000026896,465617545,2021-07-05 07:37:43.919000+08:00,5,0,12,0,0,2021-07-05,115
116,1000026896,466052693,2021-07-05 07:38:25.108000+08:00,5,1,17,1,128,2021-07-05,116
117,1000026896,466055893,2021-07-05 07:38:25.108000+08:00,5,1,22,0,0,2021-07-05,117
118,1000026896,465542234,2021-07-05 07:38:25.108000+08:00,5,1,21,0,0,2021-07-05,118
119,1000026896,465464600,2021-07-05 07:38:25.108000+08:00,5,1,19,0,0,2021-07-05,119
120,1000026896,466016895,2021-07-05 07:38:25.108000+08:00,5,1,18,0,0,2021-07-05,120
121,1000026896,465889515,2021-07-05 07:38:25.108000+08:00,5,1,15,0,0,2021-07-05,121
122,1000026896,466048791,2021-07-05 07:37:43.919000+08:00,5,0,16,0,0,2021-07-05,122
123,1000026896,465893787,2021-07-05 07:37:43.919000+08:00,5,0,15,1,14,2021-07-05,123
124,1000026896,466096187,2021-07-05 07:37:43.919000+08:00,5,0,14,0,0,2021-07-05,124
125,1000026896,465859628,2021-07-04 11:07:21.877000+08:00,5,2,14,0,0,2021-07-04,125
126,1000026896,465711236,2021-07-04 10:54:55.296000+08:00,5,0,12,0,0,2021-07-04,126
127,1000026896,465649709,2021-07-04 10:55:56.722000+08:00,5,1,7,1,166,2021-07-04,127
128,1000026896,465248349,2021-07-04 11:07:21.877000+08:00,5,2,21,0,0,2021-07-04,128
129,1000026896,465446900,2021-07-04 11:07:21.877000+08:00,5,2,18,0,0,2021-07-04,129
130,1000026896,465702727,2021-07-04 11:07:21.877000+08:00,5,2,12,0,0,2021-07-04,130
131,1000026896,465087170,2021-07-04 11:07:21.877000+08:00,5,2,19,0,0,2021-07-04,131
132,1000026896,465649709,2021-07-04 10:55:56.722000+08:00,5,1,7,1,37,2021-07-04,132
133,1000026896,465722537,2021-07-04 11:07:21.877000+08:00,5,2,17,0,0,2021-07-04,133
134,1000026896,465847296,2021-07-04 22:50:54.853000+08:00,5,0,15,0,0,2021-07-04,134
135,1000026896,465502767,2021-07-04 22:54:59.018000+08:00,5,2,30,0,0,2021-07-04,135
136,1000026896,465410217,2021-07-04 22:56:27.750000+08:00,5,4,52,0,0,2021-07-04,136
137,1000026896,465791070,2021-07-04 22:51:25.763000+08:00,5,1,21,0,0,2021-07-04,137
138,1000026896,465998140,2021-07-04 22:56:27.750000+08:00,5,4,54,1,54,2021-07-04,138
139,1000026896,466046501,2021-07-04 22:50:54.853000+08:00,5,0,12,0,0,2021-07-04,139
140,1000026896,465446436,2021-07-04 22:55:42.480000+08:00,5,3,37,0,0,2021-07-04,140
141,1000026896,465946589,2021-07-04 23:16:02.398000+08:00,5,5,55,0,0,2021-07-04,141
142,1000026896,466042735,2021-07-04 22:55:42.480000+08:00,5,3,35,0,0,2021-07-04,142
143,1000026896,465811395,2021-07-04 22:56:27.750000+08:00,5,4,49,0,0,2021-07-04,143
144,1000026896,465857605,2021-07-04 22:55:42.480000+08:00,5,3,41,0,0,2021-07-04,144
145,1000026896,466042703,2021-07-04 22:55:42.480000+08:00,5,3,42,0,0,2021-07-04,145
146,1000026896,465817755,2021-07-04 22:51:25.763000+08:00,5,1,17,1,141,2021-07-04,146
147,1000026896,466003498,2021-07-04 22:51:25.763000+08:00,5,1,19,0,0,2021-07-04,147
148,1000026896,465492154,2021-07-04 22:56:27.750000+08:00,5,4,51,0,0,2021-07-04,148
149,1000026896,466024120,2021-07-04 22:54:59.018000+08:00,5,2,32,0,0,2021-07-04,149
150,1000026896,465986334,2021-07-04 22:54:59.018000+08:00,5,2,31,0,0,2021-07-04,150
151,1000026896,466077791,2021-07-04 22:54:59.018000+08:00,5,2,25,0,0,2021-07-04,151
152,1000026896,466065853,2021-07-04 22:51:25.763000+08:00,5,1,15,0,0,2021-07-04,152
153,1000026896,466019734,2021-07-04 22:50:54.853000+08:00,5,0,16,0,0,2021-07-04,153
154,1000026896,465730953,2021-07-04 22:56:27.750000+08:00,5,4,47,0,0,2021-07-04,154
155,1000026896,465998140,2021-07-04 22:56:27.750000+08:00,5,4,54,1,86,2021-07-04,155
156,1000026896,466036199,2021-07-04 22:56:27.750000+08:00,5,4,45,0,0,2021-07-04,156
157,1000026896,465997946,2021-07-04 22:51:25.763000+08:00,5,1,22,0,0,2021-07-04,157
158,1000026896,465849292,2021-07-04 22:54:59.018000+08:00,5,2,27,0,0,2021-07-04,158
159,1000026896,465934682,2021-07-04 22:55:42.480000+08:00,5,3,39,0,0,2021-07-04,159
160,1000026896,464206616,2021-06-29 15:39:20.947000+08:00,5,0,13,1,8,2021-06-29,160
161,1000026896,464097995,2021-06-29 15:39:20.947000+08:00,5,0,16,0,0,2021-06-29,161
162,1000026896,463768593,2021-06-29 15:39:20.947000+08:00,5,0,15,0,0,2021-06-29,162
163,1000026896,464289958,2021-06-30 11:01:18.946000+08:00,5,24,11,0,0,2021-06-30,163
164,1000026896,464615457,2021-06-30 11:01:18.946000+08:00,5,24,10,1,422,2021-06-30,164
165,1000026896,464615356,2021-06-30 09:36:10.728000+08:00,5,1,21,0,0,2021-06-30,165
166,1000026896,464568423,2021-06-30 10:00:27.520000+08:00,5,4,51,0,0,2021-06-30,166
167,1000026896,464139928,2021-06-30 10:27:49.099000+08:00,5,23,235,0,0,2021-06-30,167
168,1000026896,463730174,2021-06-30 10:23:40.529000+08:00,5,20,212,0,0,2021-06-30,168
169,1000026896,464059197,2021-06-30 09:29:23.601000+08:00,5,0,16,1,120,2021-06-30,169
170,1000026896,464141850,2021-06-30 10:21:20.310000+08:00,5,18,185,0,0,2021-06-30,170
171,1000026896,464117979,2021-06-30 10:20:40.906000+08:00,5,17,184,0,0,2021-06-30,171
172,1000026896,464310543,2021-06-30 10:21:20.310000+08:00,5,18,187,0,0,2021-06-30,172
173,1000026896,463726837,2021-06-30 10:21:20.310000+08:00,5,18,191,0,0,2021-06-30,173
174,1000026896,464058199,2021-06-30 10:20:40.906000+08:00,5,17,182,0,0,2021-06-30,174
175,1000026896,463945685,2021-06-30 10:20:40.906000+08:00,5,17,181,0,0,2021-06-30,175
176,1000026896,464550731,2021-06-30 10:21:20.310000+08:00,5,18,194,0,0,2021-06-30,176
177,1000026896,464212547,2021-06-30 10:21:59.112000+08:00,5,19,195,0,0,2021-06-30,177
178,1000026896,464589140,2021-06-30 10:21:59.112000+08:00,5,19,197,0,0,2021-06-30,178
179,1000026896,464235370,2021-06-30 10:19:10.173000+08:00,5,16,165,0,0,2021-06-30,179
180,1000026896,464595039,2021-06-30 10:20:40.906000+08:00,5,17,177,0,0,2021-06-30,180
181,1000026896,464544317,2021-06-30 10:21:59.112000+08:00,5,19,202,0,0,2021-06-30,181
182,1000026896,463811505,2021-06-30 10:00:27.520000+08:00,5,4,45,0,0,2021-06-30,182
183,1000026896,463993124,2021-06-30 10:00:27.520000+08:00,5,4,52,0,0,2021-06-30,183
184,1000026896,464007982,2021-06-30 10:02:45.879000+08:00,5,5,55,0,0,2021-06-30,184
185,1000026896,463874689,2021-06-30 10:02:45.879000+08:00,5,5,61,0,0,2021-06-30,185
186,1000026896,464092486,2021-06-30 10:02:45.879000+08:00,5,5,62,0,0,2021-06-30,186
187,1000026896,463975987,2021-06-30 10:20:40.906000+08:00,5,17,175,0,0,2021-06-30,187
188,1000026896,464624322,2021-06-30 09:36:10.728000+08:00,5,1,22,0,0,2021-06-30,188
189,1000026896,464171557,2021-06-30 10:03:43.318000+08:00,5,6,65,0,0,2021-06-30,189
190,1000026896,464481883,2021-06-30 09:53:14.055000+08:00,5,2,25,0,0,2021-06-30,190
191,1000026896,463934807,2021-06-30 10:23:40.529000+08:00,5,20,211,0,0,2021-06-30,191
192,1000026896,463808150,2021-06-30 10:05:06.154000+08:00,5,8,93,0,0,2021-06-30,192
193,1000026896,464329818,2021-06-30 09:53:14.055000+08:00,5,2,27,0,0,2021-06-30,193
194,1000026896,464612620,2021-06-30 09:36:10.728000+08:00,5,1,17,0,0,2021-06-30,194
195,1000026896,464292768,2021-06-30 10:06:58.278000+08:00,5,9,97,0,0,2021-06-30,195
196,1000026896,464644973,2021-06-30 10:05:06.154000+08:00,5,8,90,0,0,2021-06-30,196
197,1000026896,464266592,2021-06-30 10:03:43.318000+08:00,5,6,67,0,0,2021-06-30,197
198,1000026896,464058987,2021-06-30 10:03:43.318000+08:00,5,6,70,0,0,2021-06-30,198
199,1000026896,463888377,2021-06-30 10:23:40.529000+08:00,5,20,205,0,0,2021-06-30,199
200,1000026896,463780664,2021-06-30 10:05:06.154000+08:00,5,8,89,0,0,2021-06-30,200
201,1000026896,464398280,2021-06-30 10:23:40.529000+08:00,5,20,207,0,0,2021-06-30,201
202,1000026896,464563276,2021-06-30 10:05:06.154000+08:00,5,8,86,0,0,2021-06-30,202
203,1000026896,464635072,2021-06-30 10:23:40.529000+08:00,5,20,209,0,0,2021-06-30,203
204,1000026896,463990048,2021-06-30 10:06:58.278000+08:00,5,9,95,1,99,2021-06-30,204
205,1000026896,464493201,2021-06-30 10:04:18.663000+08:00,5,7,82,0,0,2021-06-30,205
206,1000026896,464244909,2021-06-30 10:00:27.520000+08:00,5,4,47,0,0,2021-06-30,206
207,1000026896,464533968,2021-06-30 09:54:08.579000+08:00,5,3,42,0,0,2021-06-30,207
208,1000026896,463922757,2021-06-30 10:19:10.173000+08:00,5,16,174,0,0,2021-06-30,208
209,1000026896,463882367,2021-06-30 10:19:10.173000+08:00,5,16,172,0,0,2021-06-30,209
210,1000026896,463831432,2021-06-30 10:19:10.173000+08:00,5,16,171,0,0,2021-06-30,210
211,1000026896,464160467,2021-06-30 10:19:10.173000+08:00,5,16,170,0,0,2021-06-30,211
212,1000026896,464240970,2021-06-30 10:19:10.173000+08:00,5,16,167,0,0,2021-06-30,212
213,1000026896,464507437,2021-06-30 10:21:59.112000+08:00,5,19,201,1,18,2021-06-30,213
214,1000026896,464562718,2021-06-30 09:54:08.579000+08:00,5,3,41,0,0,2021-06-30,214
215,1000026896,464259955,2021-06-30 10:13:29.641000+08:00,5,11,115,0,0,2021-06-30,215
216,1000026896,463992147,2021-06-30 09:54:08.579000+08:00,5,3,37,1,69,2021-06-30,216
217,1000026896,464164434,2021-06-30 09:54:08.579000+08:00,5,3,35,0,0,2021-06-30,217
218,1000026896,464518055,2021-06-30 10:17:58.437000+08:00,5,15,162,0,0,2021-06-30,218
219,1000026896,463868295,2021-06-30 10:17:58.437000+08:00,5,15,161,0,0,2021-06-30,219
220,1000026896,464653157,2021-06-30 10:26:14.326000+08:00,5,22,225,0,0,2021-06-30,220
221,1000026896,464133010,2021-06-30 10:17:58.437000+08:00,5,15,155,0,0,2021-06-30,221
222,1000026896,464150744,2021-06-30 09:53:14.055000+08:00,5,2,32,0,0,2021-06-30,222
223,1000026896,464272539,2021-06-30 09:53:14.055000+08:00,5,2,31,0,0,2021-06-30,223
224,1000026896,463876465,2021-06-30 10:16:45.795000+08:00,5,14,154,0,0,2021-06-30,224
225,1000026896,463797180,2021-06-30 10:16:45.795000+08:00,5,14,152,0,0,2021-06-30,225
226,1000026896,464637697,2021-06-30 10:16:45.795000+08:00,5,14,151,0,0,2021-06-30,226
227,1000026896,464161072,2021-06-30 10:16:45.795000+08:00,5,14,147,1,2,2021-06-30,227
228,1000026896,463876025,2021-06-30 10:16:45.795000+08:00,5,14,145,0,0,2021-06-30,228
229,1000026896,464152619,2021-06-30 10:26:14.326000+08:00,5,22,227,0,0,2021-06-30,229
230,1000026896,463880900,2021-06-30 10:26:14.326000+08:00,5,22,229,0,0,2021-06-30,230
231,1000026896,464431391,2021-06-30 10:26:14.326000+08:00,5,22,231,0,0,2021-06-30,231
232,1000026896,463985361,2021-06-30 10:23:40.529000+08:00,5,20,214,0,0,2021-06-30,232
233,1000026896,463876865,2021-06-30 10:25:36.046000+08:00,5,21,215,0,0,2021-06-30,233
234,1000026896,464119970,2021-06-30 10:25:36.046000+08:00,5,21,217,0,0,2021-06-30,234
235,1000026896,463665969,2021-06-30 10:26:14.326000+08:00,5,22,232,0,0,2021-06-30,235
236,1000026896,464124037,2021-06-30 10:02:45.879000+08:00,5,5,57,0,0,2021-06-30,236
237,1000026896,464076857,2021-06-30 10:04:18.663000+08:00,5,7,79,0,0,2021-06-30,237
238,1000026896,463984355,2021-06-30 10:04:18.663000+08:00,5,7,77,0,0,2021-06-30,238
239,1000026896,463825361,2021-06-30 10:16:02.963000+08:00,5,13,142,0,0,2021-06-30,239
240,1000026896,463735519,2021-06-30 10:16:02.963000+08:00,5,13,141,0,0,2021-06-30,240
241,1000026896,464600303,2021-06-30 10:16:02.963000+08:00,5,13,137,0,0,2021-06-30,241
242,1000026896,463710073,2021-06-30 10:16:02.963000+08:00,5,13,135,0,0,2021-06-30,242
243,1000026896,464579298,2021-06-30 09:36:10.728000+08:00,5,1,19,0,0,2021-06-30,243
244,1000026896,463806862,2021-06-30 10:25:36.046000+08:00,5,21,220,0,0,2021-06-30,244
245,1000026896,464589168,2021-06-30 10:25:36.046000+08:00,5,21,221,0,0,2021-06-30,245
246,1000026896,463712454,2021-06-30 10:04:18.663000+08:00,5,7,75,0,0,2021-06-30,246
247,1000026896,463816910,2021-06-30 10:03:43.318000+08:00,5,6,72,0,0,2021-06-30,247
248,1000026896,464577170,2021-06-30 10:03:43.318000+08:00,5,6,71,0,0,2021-06-30,248
249,1000026896,464382231,2021-06-30 10:06:58.278000+08:00,5,9,104,0,0,2021-06-30,249
250,1000026896,464019680,2021-06-30 10:06:58.278000+08:00,5,9,101,0,0,2021-06-30,250
251,1000026896,464538096,2021-06-30 10:06:58.278000+08:00,5,9,100,0,0,2021-06-30,251
252,1000026896,464487821,2021-06-30 10:13:29.641000+08:00,5,11,122,0,0,2021-06-30,252
253,1000026896,464528850,2021-06-30 10:25:36.046000+08:00,5,21,222,0,0,2021-06-30,253
254,1000026896,463811513,2021-06-30 10:13:29.641000+08:00,5,11,121,0,0,2021-06-30,254
255,1000026896,463880592,2021-06-30 10:14:08.687000+08:00,5,12,134,0,0,2021-06-30,255
256,1000026896,464481328,2021-06-30 10:14:08.687000+08:00,5,12,127,0,0,2021-06-30,256
257,1000026896,464491166,2021-06-30 10:12:03.643000+08:00,5,10,112,0,0,2021-06-30,257
258,1000026896,464383310,2021-06-30 10:12:03.643000+08:00,5,10,111,0,0,2021-06-30,258
259,1000026896,464575132,2021-06-30 10:12:03.643000+08:00,5,10,110,0,0,2021-06-30,259
260,1000026896,464503979,2021-06-30 10:12:03.643000+08:00,5,10,107,0,0,2021-06-30,260
261,1000026896,464519327,2021-06-30 10:12:03.643000+08:00,5,10,105,1,40,2021-06-30,261
262,1000026896,464543500,2021-06-30 10:13:29.641000+08:00,5,11,117,0,0,2021-06-30,262
263,1000026896,464448216,2021-06-30 09:53:14.055000+08:00,5,2,30,1,194,2021-06-30,263
264,1000026896,464450458,2021-06-30 10:17:58.437000+08:00,5,15,157,0,0,2021-06-30,264
265,1000026896,464106027,2021-06-30 10:14:08.687000+08:00,5,12,125,0,0,2021-06-30,265
266,1000026896,463907270,2021-06-30 10:04:18.663000+08:00,5,7,81,0,0,2021-06-30,266
299,1000026896,464673957,2021-06-30 23:24:54.825000+08:00,2,2,25,0,0,2021-06-30,299
300,1000026896,464849527,2021-06-30 23:16:22.287000+08:00,2,0,15,0,0,2021-06-30,300
301,1000026896,464803188,2021-06-30 23:16:22.287000+08:00,2,0,14,1,103,2021-06-30,301
302,1000026896,464022475,2021-06-30 23:24:54.825000+08:00,2,2,32,0,0,2021-06-30,302
303,1000026896,464797806,2021-06-30 23:24:54.825000+08:00,2,2,31,0,0,2021-06-30,303
304,1000026896,464790685,2021-06-30 23:24:54.825000+08:00,2,2,30,0,0,2021-06-30,304
305,1000026896,464757155,2021-06-30 23:24:54.825000+08:00,2,2,27,0,0,2021-06-30,305
306,1000026896,464514591,2021-06-30 23:27:30.125000+08:00,2,3,40,0,0,2021-06-30,306
307,1000026896,464088301,2021-06-30 23:27:30.125000+08:00,2,3,37,0,0,2021-06-30,307
308,1000026896,464708867,2021-06-30 23:22:25.593000+08:00,2,1,22,0,0,2021-06-30,308
309,1000026896,464500387,2021-06-30 23:22:25.593000+08:00,2,1,21,1,108,2021-06-30,309
310,1000026896,464688570,2021-06-30 23:22:25.593000+08:00,2,1,19,0,0,2021-06-30,310
311,1000026896,464614761,2021-06-30 23:22:25.593000+08:00,2,1,17,0,0,2021-06-30,311
312,1000026896,464757134,2021-06-30 23:22:25.593000+08:00,2,1,15,0,0,2021-06-30,312
313,1000026896,464014729,2021-06-30 23:16:22.287000+08:00,2,0,16,0,0,2021-06-30,313
314,1000026896,464181551,2021-06-30 23:27:30.125000+08:00,2,3,35,0,0,2021-06-30,314
315,1000026896,464787853,2021-06-30 23:24:54.825000+08:00,2,2,34,0,0,2021-06-30,315
316,1000026896,464788128,2021-07-01 22:51:03.146000+08:00,5,24,52,0,0,2021-07-01,316
