,user_id,item_id,exposure_time,internet_environment,number_of_refreshes,exposure_position,whether_to_click,consumption_time,exposure_date,index,device_name,operating_system,province,city,age,gender,primary,secondary,key_words,number_of_pictures,posting_time,date_of_publication,date_dif_from_pu_to_exposure,exposure_date_idx,user_id_exposure_total,item_id_exposure_total,primary_exposure_total,secondary_exposure_total,user_idprimary_exposure_total,user_idsecondary_exposure_total,user_id_ctr_mean,user_id_ctr_total_sum,item_id_ctr_mean,item_id_ctr_total_sum,primary_ctr_mean,primary_ctr_total_sum,secondary_ctr_mean,secondary_ctr_total_sum,user_idprimary_ctr_mean,user_idprimary_ctr_total_sum,user_idsecondary_ctr_mean,user_idsecondary_ctr_total_sum,user_id_consumption_time_mean,user_id_consumption_time_std,user_id_consumption_time_sum,item_id_consumption_time_mean,item_id_consumption_time_std,item_id_consumption_time_sum,primary_consumption_time_mean,primary_consumption_time_std,primary_consumption_time_sum,secondary_consumption_time_mean,secondary_consumption_time_std,secondary_consumption_time_sum,user_idprimary_consumption_time_mean,user_idprimary_consumption_time_std,user_idprimary_consumption_time_sum,user_idsecondary_consumption_time_mean,user_idsecondary_consumption_time_std,user_idsecondary_consumption_time_sum
10,0,659,2021-06-30 07:35:31.701000+08:00,2,0.0,50,1,263.0,2021-06-30,10,1,0,3,1,2,1,14,80,63,1.387,2021-06-27 17:44:17+08:00,2021-06-27,1.387,5,2.709,0.0,4.145,4.13,2.484,2.484,0.3054,1.792,0.0,0.0,0.2036,2.709,0.2067,2.709,0.3748,1.792,0.3748,1.792,4.234,5.03,6.863,0.0,0.0,0.0,3.244,4.38,7.332,3.26,4.387,7.332,4.473,5.13,6.863,4.473,5.13,6.863
11,0,909,2021-06-30 07:35:31.701000+08:00,2,0.0,30,0,0.0,2021-06-30,11,1,0,3,1,2,1,10,27,1177,4.453,2021-06-28 17:24:06+08:00,2021-06-28,1.099,5,2.709,0.0,3.637,3.219,0.0,0.0,0.3054,1.792,0.0,0.0,0.2603,2.484,0.2559,2.08,0.0,0.0,0.0,0.0,4.234,5.03,6.863,0.0,0.0,0.0,3.229,4.242,6.8,3.201,4.203,6.34,0.0,0.0,0.0,0.0,0.0,0.0
12,0,869,2021-06-30 07:35:31.701000+08:00,2,0.0,62,1,45.0,2021-06-30,12,1,0,3,1,2,1,12,61,502,1.792,2021-06-28 15:08:14+08:00,2021-06-28,1.099,5,2.709,0.0,4.79,3.738,0.6934,0.6934,0.3054,1.792,0.0,0.0,0.2113,3.367,0.1782,2.197,0.0,0.0,0.0,0.0,4.234,5.03,6.863,0.0,0.0,0.0,3.805,4.965,8.56,3.441,4.82,7.125,0.0,0.0,0.0,0.0,0.0,0.0
13,0,1019,2021-06-30 08:08:14.982000+08:00,2,0.6934,62,1,430.0,2021-06-30,13,1,0,3,1,2,1,14,80,1059,1.387,2021-06-28 22:52:22+08:00,2021-06-28,1.099,5,2.709,0.0,4.145,4.13,2.484,2.484,0.3054,1.792,0.0,0.0,0.2036,2.709,0.2067,2.709,0.3748,1.792,0.3748,1.792,4.234,5.03,6.863,0.0,0.0,0.0,3.244,4.38,7.332,3.26,4.387,7.332,4.473,5.13,6.863,4.473,5.13,6.863
14,0,869,2021-06-30 07:35:31.701000+08:00,2,0.0,62,0,0.0,2021-06-30,14,1,0,3,1,2,1,12,61,502,1.792,2021-06-28 15:08:14+08:00,2021-06-28,1.099,5,2.709,0.0,4.79,3.738,0.6934,0.6934,0.3054,1.792,0.0,0.0,0.2113,3.367,0.1782,2.197,0.0,0.0,0.0,0.0,4.234,5.03,6.863,0.0,0.0,0.0,3.805,4.965,8.56,3.441,4.82,7.125,0.0,0.0,0.0,0.0,0.0,0.0
15,0,1442,2021-06-30 19:36:39.841000+08:00,2,0.0,30,0,0.0,2021-06-30,15,1,0,3,1,2,1,14,80,154,2.197,2021-06-30 13:19:06+08:00,2021-06-30,0.0,5,2.709,0.0,4.145,4.13,2.484,2.484,0.3054,1.792,0.0,0.0,0.2036,2.709,0.2067,2.709,0.3748,1.792,0.3748,1.792,4.234,5.03,6.863,0.0,0.0,0.0,3.244,4.38,7.332,3.26,4.387,7.332,4.473,5.13,6.863,4.473,5.13,6.863
16,0,1843,2021-07-02 19:54:30.896000+08:00,0,0.0,50,1,194.0,2021-07-02,16,1,0,3,1,2,1,14,80,1039,1.792,2021-07-01 21:55:30+08:00,2021-07-01,0.6934,7,3.219,0.0,4.51,4.49,2.834,2.834,0.3772,2.484,0.0,0.0,0.2007,3.045,0.2048,3.045,0.4055,2.197,0.4055,2.197,4.914,5.516,8.086,0.0,0.0,0.0,3.682,4.92,8.16,3.703,4.934,8.16,5.133,5.676,7.9,5.133,5.676,7.9
17,0,554,2021-06-27 10:54:06.340000+08:00,2,0.0,21,1,268.0,2021-06-27,17,1,0,3,1,2,1,14,80,472,1.609,2021-06-27 07:10:28+08:00,2021-06-27,0.0,2,1.792,0.0,3.045,3.045,1.609,1.609,0.1824,0.6934,0.0,0.0,0.1824,1.609,0.1824,1.609,0.2231,0.6934,0.2231,0.6934,4.676,5.477,6.277,0.0,0.0,0.0,3.58,4.785,6.55,3.58,4.785,6.55,4.9,5.586,6.277,4.9,5.586,6.277
18,0,554,2021-06-27 10:54:06.340000+08:00,2,0.0,21,1,57.0,2021-06-27,18,1,0,3,1,2,1,14,80,472,1.609,2021-06-27 07:10:28+08:00,2021-06-27,0.0,2,1.792,0.0,3.045,3.045,1.609,1.609,0.1824,0.6934,0.0,0.0,0.1824,1.609,0.1824,1.609,0.2231,0.6934,0.2231,0.6934,4.676,5.477,6.277,0.0,0.0,0.0,3.58,4.785,6.55,3.58,4.785,6.55,4.9,5.586,6.277,4.9,5.586,6.277
19,0,445,2021-06-26 15:21:07.329000+08:00,0,0.0,37,0,0.0,2021-06-26,19,1,0,3,1,2,1,14,80,662,2.484,2021-06-25 18:00:00+08:00,2021-06-25,0.6934,1,0.0,0.0,2.564,2.564,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6934,0.08,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859,2.984,4.19,1.859,2.984,4.19,0.0,0.0,0.0,0.0,0.0,0.0
20,0,455,2021-06-26 15:21:07.329000+08:00,0,0.0,50,0,0.0,2021-06-26,20,1,0,3,1,2,1,0,1,0,0.0,,,0.0,1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
21,0,428,2021-06-26 15:21:07.329000+08:00,0,0.0,21,0,0.0,2021-06-26,21,1,0,3,1,2,1,14,80,988,1.387,2021-06-26 09:21:23+08:00,2021-06-26,0.0,1,0.0,0.0,2.564,2.564,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6934,0.08,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859,2.984,4.19,1.859,2.984,4.19,0.0,0.0,0.0,0.0,0.0,0.0
22,0,580,2021-06-27 12:14:05.288000+08:00,2,0.0,30,0,0.0,2021-06-27,22,1,0,3,1,2,1,14,80,724,0.6934,2021-06-27 11:15:09+08:00,2021-06-27,0.0,2,1.792,0.0,3.045,3.045,1.609,1.609,0.1824,0.6934,0.0,0.0,0.1824,1.609,0.1824,1.609,0.2231,0.6934,0.2231,0.6934,4.676,5.477,6.277,0.0,0.0,0.0,3.58,4.785,6.55,3.58,4.785,6.55,4.9,5.586,6.277,4.9,5.586,6.277
23,0,2516,2021-07-05 20:40:34.312000+08:00,2,0.0,21,0,0.0,2021-07-05,23,1,0,3,1,2,1,14,80,691,1.792,2021-07-05 13:51:00+08:00,2021-07-05,0.0,10,2.996,0.0,4.465,4.44,2.484,2.484,0.4568,2.484,0.0,0.0,0.1804,2.89,0.1843,2.89,0.4924,2.08,0.4924,2.08,5.137,5.555,8.08,0.0,0.0,0.0,3.617,4.89,8.05,3.639,4.9,8.05,5.383,5.76,7.777,5.383,5.76,7.777
24,0,2148,2021-07-05 20:40:34.312000+08:00,2,0.0,50,0,0.0,2021-07-05,24,1,0,3,1,2,1,12,50,437,2.08,2021-07-03 15:44:49+08:00,2021-07-03,1.099,10,2.996,0.6934,5.297,4.926,1.387,0.0,0.4568,2.484,0.0,0.0,0.212,3.871,0.198,3.434,0.2876,0.6934,0.0,0.0,5.137,5.555,8.08,0.0,0.0,0.0,3.727,4.9,8.99,3.82,4.977,8.72,2.773,3.295,3.828,0.0,0.0,0.0
25,0,2102,2021-07-05 20:40:34.312000+08:00,2,0.0,55,1,45.0,2021-07-05,25,1,0,3,1,2,1,13,62,967,2.08,2021-07-03 11:36:49+08:00,2021-07-03,1.099,10,2.996,0.0,3.219,2.484,0.0,0.0,0.4568,2.484,0.0,0.0,0.2876,2.197,0.3748,1.792,0.0,0.0,0.0,0.0,5.137,5.555,8.08,0.0,0.0,0.0,3.404,3.955,6.55,3.877,4.19,6.254,0.0,0.0,0.0,0.0,0.0,0.0
26,0,2125,2021-07-05 20:40:34.312000+08:00,2,0.0,44,0,0.0,2021-07-05,26,1,0,3,1,2,1,7,2,548,1.609,2021-07-03 14:00:13+08:00,2021-07-03,1.099,10,2.996,0.6934,4.395,2.197,0.0,0.0,0.4568,2.484,0.0,0.0,0.06064,1.792,0.3184,1.387,0.0,0.0,0.0,0.0,5.137,5.555,8.08,0.0,0.0,0.0,3.035,4.74,7.367,3.705,4.277,5.76,0.0,0.0,0.0,0.0,0.0,0.0
27,0,692,2021-06-28 09:29:16.147000+08:00,2,0.0,30,0,0.0,2021-06-28,27,1,0,3,1,2,1,14,80,888,1.387,2021-06-27 20:47:20+08:00,2021-06-27,0.6934,3,2.303,0.0,3.258,3.258,2.08,2.08,0.2876,1.387,0.0,0.0,0.2468,2.08,0.2468,2.08,0.3567,1.387,0.3567,1.387,4.566,5.23,6.754,0.0,0.0,0.0,3.748,4.766,6.945,3.748,4.766,6.945,4.816,5.33,6.754,4.816,5.33,6.754
28,0,697,2021-06-28 07:53:21.390000+08:00,2,0.0,21,0,0.0,2021-06-28,28,1,0,3,1,2,1,14,80,158,2.484,2021-06-27 23:34:22+08:00,2021-06-27,0.6934,3,2.303,0.0,3.258,3.258,2.08,2.08,0.2876,1.387,0.0,0.0,0.2468,2.08,0.2468,2.08,0.3567,1.387,0.3567,1.387,4.566,5.23,6.754,0.0,0.0,0.0,3.748,4.766,6.945,3.748,4.766,6.945,4.816,5.33,6.754,4.816,5.33,6.754
29,0,697,2021-06-28 07:53:21.390000+08:00,2,0.0,21,1,17.0,2021-06-28,29,1,0,3,1,2,1,14,80,158,2.484,2021-06-27 23:34:22+08:00,2021-06-27,0.6934,3,2.303,0.0,3.258,3.258,2.08,2.08,0.2876,1.387,0.0,0.0,0.2468,2.08,0.2468,2.08,0.3567,1.387,0.3567,1.387,4.566,5.23,6.754,0.0,0.0,0.0,3.748,4.766,6.945,3.748,4.766,6.945,4.816,5.33,6.754,4.816,5.33,6.754
30,0,429,2021-06-26 13:43:15.537000+08:00,0,0.0,21,0,0.0,2021-06-26,30,1,0,3,1,2,1,14,80,1152,1.387,2021-06-26 09:23:51+08:00,2021-06-26,0.0,1,0.0,0.0,2.564,2.564,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6934,0.08,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859,2.984,4.19,1.859,2.984,4.19,0.0,0.0,0.0,0.0,0.0,0.0
31,0,429,2021-06-26 13:43:15.537000+08:00,0,0.0,21,1,532.0,2021-06-26,31,1,0,3,1,2,1,14,80,1152,1.387,2021-06-26 09:23:51+08:00,2021-06-26,0.0,1,0.0,0.0,2.564,2.564,0.0,0.0,0.0,0.0,0.0,0.0,0.08,0.6934,0.08,0.6934,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.859,2.984,4.19,1.859,2.984,4.19,0.0,0.0,0.0,0.0,0.0,0.0
32,1,1264,2021-07-01 22:04:48.960000+08:00,0,2.773,176,0,0.0,2021-07-01,32,5,0,1,3,1,1,9,41,657,2.303,2021-06-29 19:49:05+08:00,2021-06-29,1.099,6,6.54,0.0,5.074,3.465,3.828,2.996,0.0793,4.06,0.0,0.0,0.3293,4.145,0.09235,1.387,0.08514,1.609,0.1001,1.099,2.336,3.768,8.77,0.0,0.0,0.0,3.71,4.3,8.76,2.197,3.582,5.516,2.133,3.537,5.816,2.44,3.797,5.297
33,1,1709,2021-07-01 21:59:09.827000+08:00,0,2.709,166,0,0.0,2021-07-01,33,5,0,1,3,1,1,16,104,1250,2.08,2021-07-01 12:48:03+08:00,2021-07-01,0.0,6,6.54,0.0,4.19,2.709,3.4,2.484,0.0793,4.06,0.0,0.0,0.1564,2.484,0.069,0.6934,0.09845,1.387,0.08704,0.6934,2.336,3.768,8.77,0.0,0.0,0.0,2.754,3.854,6.863,0.1335,0.4282,1.099,1.603,2.994,4.754,0.1671,0.472,1.099
34,1,1577,2021-07-01 21:59:09.827000+08:00,0,2.709,161,0,0.0,2021-07-01,34,5,0,1,3,1,1,0,1,0,0.0,,,0.0,6,6.54,0.0,0.0,0.0,0.0,0.0,0.0793,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
35,1,1707,2021-07-01 22:36:51.313000+08:00,2,3.092,99,0,0.0,2021-07-01,35,5,0,1,3,1,1,28,16,175,1.792,2021-07-01 14:45:31+08:00,2021-07-01,0.0,6,6.54,0.0,3.738,2.834,3.092,1.792,0.0793,4.06,0.0,0.0,0.2754,2.639,0.3184,1.946,0.09094,1.099,0.1824,0.6934,2.336,3.768,8.77,0.0,0.0,0.0,3.314,3.98,6.992,3.496,4.098,6.242,1.175,2.244,3.871,2.152,2.89,3.664
36,1,1806,2021-07-01 21:54:36.478000+08:00,0,2.564,145,0,0.0,2021-07-01,36,5,0,1,3,1,1,27,48,663,1.609,2021-07-01 20:56:21+08:00,2021-07-01,0.0,6,6.54,0.0,4.08,3.664,3.97,3.637,0.0793,4.06,0.0,0.0,0.1443,2.303,0.1691,2.08,0.1597,2.303,0.1732,2.08,2.336,3.768,8.77,0.0,0.0,0.0,3.127,4.24,7.145,3.498,4.43,7.105,3.232,4.29,7.145,3.525,4.438,7.105
37,1,1640,2021-07-01 21:51:46.253000+08:00,0,2.303,107,0,0.0,2021-07-01,37,5,0,1,3,1,1,9,42,612,1.609,2021-07-01 09:43:27+08:00,2021-07-01,0.0,6,6.54,0.0,5.074,4.594,3.828,2.945,0.0793,4.06,0.0,0.0,0.3293,4.145,0.4124,3.932,0.08514,1.609,0.10535,1.099,2.336,3.768,8.77,0.0,0.0,0.0,3.71,4.3,8.76,4.04,4.406,8.61,2.133,3.537,5.816,2.146,3.4,4.92
38,1,1385,2021-07-01 21:54:36.478000+08:00,0,2.564,140,0,0.0,2021-07-01,38,5,0,1,3,1,1,0,1,0,0.0,,,0.0,6,6.54,0.0,0.0,0.0,0.0,0.0,0.0793,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
39,1,1576,2021-07-01 21:51:46.253000+08:00,0,2.303,111,0,0.0,2021-07-01,39,5,0,1,3,1,1,10,83,1237,2.834,2021-06-30 23:37:03+08:00,2021-06-30,0.6934,6,6.54,0.0,3.893,2.834,2.773,0.6934,0.0793,4.06,0.0,0.0,0.2396,2.639,0.272,1.792,0.0,0.0,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,2.99,4.125,6.81,3.098,4.246,5.824,0.0,0.0,0.0,0.0,0.0,0.0
40,1,1730,2021-07-01 22:36:51.313000+08:00,2,3.092,101,0,0.0,2021-07-01,40,5,0,1,3,1,1,9,43,1308,1.609,2021-07-01 15:54:03+08:00,2021-07-01,0.0,6,6.54,0.0,5.074,3.332,3.828,2.08,0.0793,4.06,0.0,0.0,0.3293,4.145,0.2595,2.197,0.08514,1.609,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,3.71,4.3,8.76,3.152,4.1,6.406,2.133,3.537,5.816,0.0,0.0,0.0
41,1,1422,2021-07-01 21:51:46.253000+08:00,0,2.303,112,0,0.0,2021-07-01,41,5,0,1,3,1,1,12,61,276,1.946,2021-06-30 11:39:03+08:00,2021-06-30,0.6934,6,6.54,0.0,5.086,4.008,4.19,3.496,0.0793,4.06,0.0,0.0,0.2069,3.637,0.1854,2.484,0.1161,2.197,0.0896,1.387,2.336,3.768,8.77,0.0,0.0,0.0,3.594,4.83,8.65,3.305,4.695,7.258,2.645,3.984,6.746,2.287,3.676,5.65
42,1,1719,2021-07-01 22:04:48.960000+08:00,0,2.773,172,0,0.0,2021-07-01,42,5,0,1,3,1,1,4,31,1002,1.609,2021-07-01 15:20:05+08:00,2021-07-01,0.0,6,6.54,0.0,4.605,4.5,3.525,3.295,0.0793,4.06,0.0,0.0,0.3027,3.584,0.3235,3.555,0.05884,1.099,0.0741,1.099,2.336,3.768,8.77,0.0,0.0,0.0,3.521,4.086,8.086,3.613,4.125,8.08,2.428,3.81,5.836,2.646,3.924,5.836
43,1,1772,2021-07-01 21:52:45.099000+08:00,0,2.398,116,0,0.0,2021-07-01,43,5,0,1,3,1,1,24,46,1226,1.609,2021-06-30 11:24:47+08:00,2021-06-30,0.6934,6,6.54,0.0,4.51,4.22,4.277,4.22,0.0793,4.06,0.0,0.0,0.2188,3.135,0.1261,2.303,0.1317,2.398,0.1261,2.303,2.336,3.768,8.77,0.0,0.0,0.0,3.271,4.117,7.73,3.047,4.14,7.203,3.066,4.133,7.28,3.047,4.14,7.203
44,1,1790,2021-07-01 22:36:16.168000+08:00,2,3.045,21,0,0.0,2021-07-01,44,5,0,1,3,1,1,24,46,1281,1.792,2021-06-30 11:24:47+08:00,2021-06-30,0.6934,6,6.54,0.0,4.51,4.22,4.277,4.22,0.0793,4.06,0.0,0.0,0.2188,3.135,0.1261,2.303,0.1317,2.398,0.1261,2.303,2.336,3.768,8.77,0.0,0.0,0.0,3.271,4.117,7.73,3.047,4.14,7.203,3.066,4.133,7.28,3.047,4.14,7.203
45,1,1499,2021-07-01 22:36:16.168000+08:00,2,3.045,37,0,0.0,2021-07-01,45,5,0,1,3,1,1,28,75,970,2.197,2021-06-30 17:02:08+08:00,2021-06-30,0.6934,6,6.54,0.0,3.738,2.303,3.092,1.946,0.0793,4.06,0.0,0.0,0.2754,2.639,0.10535,0.6934,0.09094,1.099,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,3.314,3.98,6.992,2.05,3.06,4.13,1.175,2.244,3.871,0.0,0.0,0.0
46,1,1428,2021-07-01 22:36:16.168000+08:00,2,3.045,62,0,0.0,2021-07-01,46,5,0,1,3,1,1,12,61,886,1.792,2021-07-01 04:23:47+08:00,2021-07-01,0.0,6,6.54,0.0,5.086,4.008,4.19,3.496,0.0793,4.06,0.0,0.0,0.2069,3.637,0.1854,2.484,0.1161,2.197,0.0896,1.387,2.336,3.768,8.77,0.0,0.0,0.0,3.594,4.83,8.65,3.305,4.695,7.258,2.645,3.984,6.746,2.287,3.676,5.65
47,1,1682,2021-07-01 21:52:45.099000+08:00,0,2.398,118,0,0.0,2021-07-01,47,5,0,1,3,1,1,15,47,1093,1.946,2021-06-29 22:00:00+08:00,2021-06-29,1.099,6,6.54,0.0,4.094,2.08,3.525,1.609,0.0793,4.06,0.0,0.0,0.1121,2.08,0.1335,0.6934,0.02985,0.6934,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,3.531,5.273,7.58,1.455,2.271,3.178,0.0,0.0,0.0,0.0,0.0,0.0
48,1,1683,2021-07-01 22:36:16.168000+08:00,2,3.045,79,0,0.0,2021-07-01,48,5,0,1,3,1,1,7,5,1342,2.484,2021-07-01 12:15:45+08:00,2021-07-01,0.0,6,6.54,0.0,4.08,3.893,3.69,3.525,0.0793,4.06,0.0,0.0,0.0667,1.609,0.0,0.0,0.02531,0.6934,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,2.143,3.5,6.08,0.0,0.0,0.0,1.399,2.998,4.79,0.0,0.0,0.0
49,1,1485,2021-07-01 21:48:11.419000+08:00,0,2.08,68,0,0.0,2021-07-01,49,5,0,1,3,1,1,23,53,1026,1.609,2021-06-30 15:59:23+08:00,2021-06-30,0.6934,6,6.54,0.0,1.387,1.387,1.387,1.387,0.0793,4.06,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
50,1,1701,2021-07-01 21:52:45.099000+08:00,0,2.398,122,0,0.0,2021-07-01,50,5,0,1,3,1,1,28,63,1095,2.197,2021-07-01 11:42:15+08:00,2021-07-01,0.0,6,6.54,0.0,3.738,1.792,3.092,1.609,0.0793,4.06,0.0,0.0,0.2754,2.639,0.1824,0.6934,0.09094,1.099,0.0,0.0,2.336,3.768,8.77,0.0,0.0,0.0,3.314,3.98,6.992,3.627,4.418,5.215,1.175,2.244,3.871,0.0,0.0,0.0
